radiant_win,avg_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
True,21,8,21,131,60,25,42,39,68,104,45
False,19,42,106,75,21,40,86,2,36,87,8
True,28,14,42,131,31,8,39,10,20,101,104
False,27,64,86,135,19,114,8,21,61,131,119
False,26,70,40,58,47,75,8,50,22,51,131
True,6,131,48,37,102,8,22,137,44,84,5
True,22,14,26,49,53,35,75,121,93,119,104
True,12,30,86,71,94,98,44,5,68,78,21
True,16,85,6,12,137,131,114,123,8,102,14
True,22,2,17,86,44,119,4,21,97,14,76
True,12,19,30,53,27,6,102,28,41,29,64
True,12,7,44,53,123,105,98,6,131,87,114
True,12,114,62,131,36,44,41,49,75,22,102
False,17,15,37,48,39,86,14,44,131,49,25
True,9,22,25,7,100,67,21,29,88,31,6
True,19,40,36,13,48,128,9,57,1,68,19
False,16,86,68,27,4,106,136,91,50,75,16
True,33,100,11,135,93,87,9,29,95,14,88
True,19,43,12,131,135,14,44,47,17,88,51
True,31,10,104,102,88,123,114,13,25,105,79
False,24,108,6,88,37,14,1,102,131,19,86
False,11,12,129,34,74,7,22,120,97,14,6
False,26,104,26,8,22,131,21,44,83,62,113
False,35,129,88,68,47,73,51,39,123,8,60
True,22,131,16,86,36,44,10,19,71,2,9
True,9,29,40,42,131,13,14,30,96,119,93
False,17,128,60,26,131,25,15,59,41,27,110
False,24,131,56,94,6,26,18,52,19,55,51
True,16,114,84,110,56,67,59,94,71,7,22
True,16,93,32,26,110,25,62,11,28,46,8
True,22,6,123,57,19,72,86,5,47,25,41
True,24,71,81,85,93,106,37,9,2,53,62
False,20,83,31,13,44,2,102,11,64,36,129
True,18,83,8,4,71,2,49,114,86,25,7
True,20,102,29,35,54,46,20,7,21,131,9
True,14,131,101,71,48,35,31,15,53,138,44
True,21,39,68,26,63,98,93,19,88,14,131
False,17,49,85,30,26,6,126,138,88,25,14
False,10,18,22,43,19,128,53,35,46,119,98
True,33,110,138,104,131,9,19,94,15,1,14
False,12,8,14,99,84,131,52,63,104,102,87
True,17,88,8,26,136,52,74,86,72,2,64
True,16,14,49,9,94,110,34,20,44,59,28
False,20,7,19,22,64,44,123,17,2,8,39
True,13,55,84,93,47,50,26,104,25,72,44
False,7,35,136,40,114,102,57,113,70,25,7
True,20,22,123,42,106,104,31,25,2,36,68
False,24,131,40,29,114,106,128,1,96,56,31
False,25,55,13,64,48,136,113,84,29,131,44
True,19,8,40,17,69,14,3,96,9,75,44
True,7,25,53,51,85,30,35,96,93,47,67
False,11,28,14,17,131,70,8,75,26,64,60
True,28,80,36,20,6,40,75,70,11,55,131
True,25,57,3,11,25,19,20,49,26,41,114
False,18,59,26,42,123,67,25,6,131,79,33
False,36,123,131,59,53,39,42,20,75,88,52
True,21,2,131,64,15,59,8,99,106,26,14
True,36,11,74,29,64,57,5,42,39,71,2
True,29,14,88,59,119,104,100,131,46,114,137
False,24,6,123,20,17,129,131,110,138,108,46
True,29,30,14,91,136,86,5,10,16,131,21
True,13,61,26,97,91,93,22,11,114,88,58
False,33,108,71,126,8,20,34,131,70,55,39
True,11,87,8,131,33,19,41,3,74,4,84
True,21,94,14,2,10,64,13,131,54,8,87
True,36,102,114,47,9,21,131,11,108,91,63
True,31,94,40,131,2,61,14,21,75,70,76
True,28,42,131,74,86,20,14,18,71,37,35
True,18,102,99,114,131,64,93,40,105,106,86
True,10,58,35,64,14,82,42,31,105,97,74
False,21,97,106,40,93,5,21,73,91,7,30
True,24,70,37,86,2,71,126,103,100,135,44
True,2,69,44,32,64,93,29,25,126,42,53
True,29,69,126,42,57,86,129,16,48,53,131
True,24,1,106,91,131,104,50,129,59,123,10
False,17,131,52,42,75,70,12,50,71,20,47
True,31,15,131,63,30,98,31,34,129,120,11
False,22,26,44,43,131,106,64,15,74,42,13
True,12,50,131,81,13,21,27,41,44,22,2
True,36,85,9,138,35,97,129,20,17,131,8
False,14,6,131,26,85,79,111,106,49,126,75
True,24,88,17,56,131,2,32,86,25,97,54
True,21,15,30,17,131,93,137,95,86,57,22
True,36,25,136,108,64,14,9,98,119,34,80
False,13,60,43,17,8,30,11,123,35,111,104
True,29,27,30,2,94,17,85,56,42,102,114
True,9,42,8,37,7,76,30,81,25,26,75
False,6,95,8,15,44,94,48,128,27,73,2
True,33,25,137,102,106,9,86,41,39,131,104
False,14,123,75,70,5,71,59,81,107,9,14
True,25,131,86,104,42,87,119,14,114,72,44
False,30,73,131,93,81,52,86,85,48,30,102
True,26,20,62,81,40,94,98,86,63,97,8
True,16,71,35,34,26,88,84,62,21,36,29
True,11,104,36,26,18,131,34,16,62,11,41
True,16,37,60,95,123,29,36,21,94,102,84
True,11,14,19,37,98,35,8,104,131,17,30
False,26,35,6,60,5,40,89,131,96,123,112
False,23,136,25,21,104,26,93,13,78,3,71
True,31,51,94,35,68,72,120,1,19,87,27
True,12,27,9,42,80,71,97,75,18,1,131
True,36,8,62,96,17,123,28,110,10,52,40
True,20,71,95,36,9,68,40,8,97,26,62
False,31,54,60,14,5,39,2,37,18,126,102
True,22,48,60,72,5,98,25,20,131,35,102
False,18,91,119,72,60,126,1,131,42,25,86
False,3,4,14,79,44,57,37,32,15,114,59
True,32,40,131,106,94,110,1,57,119,44,28
True,21,104,16,103,63,131,137,37,54,64,101
True,11,1,10,104,64,21,57,9,36,48,3
True,14,86,123,93,77,126,26,105,36,95,2
True,23,131,86,7,10,44,26,14,93,39,111
True,12,121,1,9,64,76,25,11,16,131,14
True,14,99,41,17,87,85,14,101,25,40,44
True,26,72,131,21,30,49,41,92,85,14,27
False,8,44,42,45,20,39,76,14,37,48,96
False,27,131,21,104,14,7,23,86,62,95,52
True,36,5,106,35,44,129,131,20,83,51,94
False,26,104,8,74,83,86,48,131,42,79,34
True,18,131,60,76,94,111,11,50,97,8,99
True,24,84,131,35,101,8,9,17,109,5,129
False,21,91,138,39,36,2,15,13,34,64,16
True,16,11,64,35,43,86,44,71,26,106,27
False,8,102,1,26,11,17,77,27,100,25,35
True,27,131,14,21,18,57,8,71,64,2,9
True,13,6,25,90,42,84,64,71,8,76,95
False,36,9,25,92,40,109,63,123,98,52,46
True,12,131,7,113,54,30,36,102,8,25,96
True,29,32,21,131,135,64,59,96,70,45,100
True,18,123,131,21,61,77,70,91,17,71,35
True,32,54,136,92,30,74,110,8,85,131,97
False,14,22,28,57,9,86,51,8,47,84,136
True,24,99,104,85,86,42,106,98,11,131,1
True,11,44,87,84,131,49,23,1,25,86,15
True,20,11,101,136,107,91,13,67,37,42,71
True,27,28,46,14,102,25,44,86,74,108,123
True,16,49,11,91,42,30,86,35,83,104,131
True,24,40,15,120,8,86,131,26,94,30,99
False,16,111,47,126,93,105,131,120,99,25,102
True,34,49,53,129,89,86,10,5,52,97,120
True,30,131,48,14,110,13,9,35,83,42,102
True,18,108,30,131,71,42,119,19,97,100,44
True,11,58,42,14,30,22,104,131,75,74,89
True,14,15,131,14,47,48,106,44,42,39,91
False,17,10,86,19,101,60,49,131,135,119,96
True,14,56,94,39,29,19,71,99,12,93,87
True,16,54,131,137,26,21,101,123,47,29,73
False,21,76,52,71,46,51,63,110,25,57,104
False,31,67,28,87,26,47,86,5,60,54,36
True,26,69,123,114,113,131,28,135,70,39,86
False,26,2,64,8,76,123,62,36,77,40,44
False,28,14,57,84,25,39,95,97,5,36,111
True,20,106,131,54,26,86,95,25,108,65,27
True,7,27,101,86,44,36,67,40,71,84,136
True,24,61,97,42,30,26,35,105,102,131,109
True,16,14,11,17,29,34,27,74,63,21,44
False,24,1,74,96,131,111,20,77,53,10,84
True,16,43,14,105,41,44,90,42,55,71,76
True,36,137,26,34,9,8,11,131,20,81,19
False,33,86,51,49,21,25,26,93,131,108,52
False,8,37,1,54,21,136,8,46,131,104,5
True,23,37,137,14,58,131,86,26,31,97,19
False,27,131,1,59,64,104,102,44,14,105,110
True,17,44,78,39,13,7,41,105,131,76,107
False,28,136,75,44,126,88,8,34,86,14,90
False,14,83,14,48,22,27,131,49,123,35,18
True,32,63,88,80,60,131,8,7,98,86,40
False,31,58,70,64,74,14,17,131,85,95,102
True,29,70,31,97,49,74,14,104,106,75,48
True,33,13,54,31,108,64,76,9,131,8,98
True,24,96,93,26,42,51,123,75,39,70,63
True,28,57,31,93,71,22,110,14,108,114,30
False,24,11,119,68,28,17,58,34,126,2,8
True,16,113,32,86,87,2,11,37,36,8,131
True,26,95,25,64,80,131,41,53,35,93,2
False,8,48,7,99,26,131,98,6,84,40,31
True,27,47,64,1,102,135,86,126,104,111,19
True,29,14,2,58,131,42,85,138,86,36,111
True,26,73,102,39,121,14,91,138,17,51,55
True,18,86,60,35,6,138,123,85,36,64,15
False,36,128,63,61,123,86,67,57,74,110,35
False,26,17,30,26,137,67,131,86,44,120,69
False,15,26,71,10,15,131,49,40,36,53,31
True,35,94,64,83,74,23,49,11,26,129,123
True,36,64,102,93,2,17,109,11,9,21,85
True,33,5,37,102,25,22,21,114,77,1,34
True,29,21,39,68,14,5,8,108,57,111,25
True,32,35,42,104,131,51,113,57,123,8,14
False,26,64,129,110,106,114,131,60,101,13,6
True,19,42,88,22,12,51,131,137,8,135,33
False,19,44,20,14,60,22,106,126,84,99,8
False,26,41,28,10,86,107,36,1,32,85,131
False,21,14,11,129,110,46,71,44,57,128,84
True,29,108,14,70,131,61,37,75,99,41,102
True,20,114,109,64,39,42,29,86,6,82,102
True,18,21,34,106,42,14,35,131,2,20,30
True,29,11,21,131,104,9,86,99,40,105,44
True,36,131,16,136,114,25,59,94,102,57,14
True,36,26,112,73,25,42,3,131,20,8,74
False,26,106,95,2,5,26,49,102,88,104,42
True,18,14,27,78,21,92,30,71,19,44,102
True,21,30,97,21,42,57,28,64,67,87,40
False,30,104,97,42,84,26,70,128,113,16,87
True,22,54,31,28,77,128,74,41,26,96,73
False,17,28,25,8,84,62,11,110,94,7,20
True,23,44,25,30,137,42,8,20,2,74,17
False,18,86,63,49,31,6,131,120,68,11,14
False,31,21,57,136,41,17,25,32,111,131,2
True,33,64,21,137,74,131,35,14,11,89,23
False,19,10,121,39,101,60,25,45,88,14,126
False,29,63,9,74,120,88,126,15,70,7,91
True,33,26,108,131,42,11,7,120,100,63,69
False,26,98,14,46,26,64,128,47,23,91,136
False,21,104,25,31,7,52,86,71,84,35,72
True,31,70,138,131,101,106,102,86,13,25,2
True,21,63,79,82,9,131,42,33,28,60,20
False,18,137,131,6,35,86,105,70,2,106,102
True,23,7,126,131,1,40,10,102,84,17,26
True,9,26,21,14,47,131,33,27,49,98,75
False,36,53,25,100,46,79,34,131,10,13,16
False,23,104,59,73,42,40,68,2,25,131,94
True,20,44,27,15,30,22,14,11,1,131,86
True,27,84,25,21,75,131,102,112,44,126,55
True,36,50,25,44,88,137,131,31,18,11,135
True,6,74,27,56,71,50,81,44,10,68,111
True,33,35,53,1,131,2,96,7,51,21,121
False,36,98,48,37,131,22,106,41,102,16,123
True,24,14,31,2,26,44,56,100,54,131,102
False,36,11,62,75,137,126,67,19,28,34,131
False,24,1,19,25,29,75,137,47,64,63,34
False,27,11,131,69,93,97,63,137,108,49,57
False,31,1,26,35,108,17,82,44,16,84,131
False,19,105,52,114,48,26,7,19,123,46,131
False,34,121,30,69,18,21,20,44,11,88,64
True,17,82,46,26,131,2,97,121,86,54,96
True,22,35,114,131,8,29,102,23,44,129,26
False,8,3,11,95,7,86,131,30,104,44,21
True,14,123,99,40,1,77,27,13,44,42,131
False,26,131,81,136,10,56,2,72,74,21,26
True,36,57,25,106,96,131,7,44,30,120,102
True,6,28,93,17,131,49,31,94,39,114,26
True,20,42,69,131,21,53,104,44,40,110,34
True,35,2,61,102,8,34,123,42,41,120,64
True,8,33,20,61,91,136,14,77,107,40,70
True,20,109,15,26,14,84,131,85,1,20,60
True,21,42,27,30,86,38,39,9,131,14,135
False,23,131,91,18,23,19,39,22,70,42,83
False,17,28,6,102,106,131,62,40,42,11,21
True,18,62,17,105,21,42,84,14,30,108,1
False,26,129,131,137,85,12,48,83,16,20,104
False,36,25,26,35,73,129,112,42,7,43,88
True,24,85,105,39,44,123,114,30,12,36,71
False,30,106,131,26,71,6,14,97,44,110,27
True,16,131,128,104,93,17,20,84,35,29,59
True,36,102,67,129,39,5,131,93,106,63,86
True,14,131,14,43,42,44,41,26,28,88,9
True,28,111,71,17,9,8,28,101,93,13,84
True,19,35,86,44,93,2,126,62,21,131,1
False,29,100,59,8,26,85,5,55,44,128,114
True,26,102,19,8,131,110,74,5,16,11,41
True,27,8,84,64,123,2,31,135,9,113,49
True,22,25,69,8,86,108,39,1,84,97,96
True,21,30,74,11,27,35,14,39,1,98,31
True,21,48,62,42,131,75,47,44,19,85,5
False,30,96,9,26,95,62,11,28,70,87,7
False,12,59,67,131,56,84,88,23,86,81,71
False,26,96,13,73,11,57,71,74,44,91,38
True,11,42,84,36,10,87,9,22,131,44,96
True,33,60,42,83,21,131,67,86,104,112,74
True,10,2,84,14,63,9,46,129,131,121,109
True,27,129,131,34,119,44,22,23,106,111,1
True,4,26,104,48,93,22,131,99,1,75,8
True,28,60,8,47,84,87,15,35,25,72,88
True,24,8,58,94,131,7,31,53,1,123,99
False,12,22,44,3,78,20,25,81,51,9,131
True,8,82,5,86,47,64,36,46,93,85,138
True,14,12,14,111,98,113,60,110,63,85,101
True,36,21,7,89,17,25,39,82,98,14,85
True,27,50,20,88,42,2,86,54,131,137,39
True,13,11,98,136,131,7,61,2,20,79,8
True,31,74,9,75,102,47,34,52,36,39,18
True,36,131,42,137,86,112,14,12,21,33,72
True,33,8,25,20,53,131,120,12,3,58,75
True,17,14,39,110,7,41,20,9,21,26,42
True,20,43,14,2,62,49,37,70,36,61,73
False,15,10,50,131,1,49,14,33,95,5,25
True,7,136,18,41,35,42,99,74,29,131,76
False,29,46,7,119,1,105,42,135,110,21,2
True,15,14,114,74,86,49,128,1,137,21,20
False,31,85,8,13,14,95,110,17,70,33,51
True,14,48,29,7,8,9,44,74,104,109,45
True,35,26,39,44,53,16,113,25,131,15,102
True,24,57,44,14,58,104,100,25,131,5,76
False,10,104,10,27,46,119,91,8,105,131,2
False,10,57,88,114,131,12,126,110,44,40,47
True,27,22,121,137,5,9,51,28,106,131,73
False,18,36,105,93,131,29,46,135,7,111,97
False,8,7,123,1,45,53,8,16,64,5,88
True,12,97,106,26,56,99,96,17,131,6,39
True,24,69,75,14,25,106,126,40,59,95,31
False,27,63,49,106,69,102,131,74,17,109,61
False,32,136,64,33,1,17,131,42,14,39,129
True,36,81,79,136,114,21,44,53,39,108,131
False,23,5,36,81,1,71,19,49,30,63,7
True,24,112,32,37,2,22,34,47,11,94,131
True,26,94,79,25,131,2,44,17,62,15,64
True,21,57,101,81,42,131,39,6,86,19,136
True,4,70,14,131,126,60,104,27,74,8,26
True,26,30,42,20,57,2,104,114,131,41,35
True,36,21,52,108,20,53,84,102,10,123,126
True,24,37,8,39,20,19,104,86,74,83,56
True,16,84,50,8,15,35,75,6,23,131,27
True,14,123,80,18,64,28,104,85,106,12,131
True,12,88,135,10,86,84,21,131,100,42,123
True,28,64,114,136,29,121,44,69,131,74,48
False,24,96,131,74,40,8,138,42,11,93,86
False,22,106,98,21,26,131,7,30,84,8,64
True,36,30,61,21,90,49,73,81,131,91,136
False,23,22,102,136,70,37,131,17,55,63,20
True,26,14,97,56,17,88,131,15,27,36,96
False,10,41,131,43,74,120,42,26,2,86,53
False,36,42,114,123,38,79,131,46,129,39,89
True,36,104,5,111,70,106,54,88,97,53,94
False,19,15,50,44,11,30,93,123,58,88,42
False,18,9,129,1,131,55,34,39,19,8,59
False,16,131,20,9,42,105,81,98,106,64,30
False,24,54,25,16,131,57,2,63,59,14,83
False,24,83,70,131,35,81,109,36,17,57,14
True,29,86,42,17,54,37,16,57,9,20,131
True,25,88,22,81,35,43,131,86,20,14,110
True,16,126,45,21,1,14,131,114,8,25,30
True,17,59,97,11,51,136,22,26,77,91,96
True,19,131,136,90,85,20,23,14,17,44,57
False,16,99,84,86,8,82,44,68,129,113,131
True,8,80,121,71,26,44,6,84,18,131,53
False,6,28,41,14,74,21,101,77,2,93,105
True,29,58,11,102,49,14,135,131,71,46,67
True,16,93,29,131,26,74,14,114,27,108,4
False,31,35,89,11,41,97,74,13,44,131,14
True,31,80,131,75,4,67,14,44,88,51,26
True,26,17,105,74,41,87,131,104,49,9,26
True,21,9,71,86,37,99,49,74,72,131,77
False,16,70,31,64,22,16,51,94,8,129,123
True,15,7,81,30,42,58,137,40,36,131,11
False,9,84,131,64,14,56,74,81,111,114,17
True,22,27,81,2,17,131,56,123,85,99,6
True,9,17,131,48,16,26,50,44,42,14,105
True,22,88,131,128,42,20,9,36,30,8,39
True,34,101,20,73,17,7,135,1,131,44,35
True,15,119,66,106,46,14,84,54,11,131,63
True,7,23,27,126,131,8,11,86,114,44,123
True,11,128,81,94,96,14,35,64,29,37,41
True,22,84,99,35,74,131,94,69,51,1,44
False,25,51,67,106,129,131,8,27,49,126,25
False,27,86,128,17,96,131,42,7,87,21,106
True,13,47,108,56,81,102,20,9,136,36,94
True,9,104,88,70,7,64,14,72,35,11,32
True,13,104,40,71,46,109,74,99,62,70,131
True,36,57,59,25,14,123,16,10,17,131,9
False,26,17,95,131,75,21,19,56,42,84,63
True,7,8,71,94,123,63,28,13,75,35,60
True,17,39,131,26,69,8,88,114,53,29,11
True,26,91,136,59,101,129,44,26,131,28,39
False,19,94,85,25,14,131,86,88,136,92,11
True,18,39,3,8,28,56,102,84,92,25,131
False,36,106,5,56,16,14,70,53,131,62,7
True,26,54,26,33,30,90,42,92,65,16,5
False,14,6,56,26,20,2,131,42,25,70,64
False,17,11,37,55,114,101,102,25,84,18,49
True,17,42,31,128,2,106,39,96,101,131,6
True,18,35,48,11,36,20,13,42,5,131,7
True,14,40,104,113,8,111,106,21,129,30,14
True,8,80,7,49,30,68,26,88,93,19,17
True,36,67,72,20,16,68,131,74,6,120,14
True,24,35,71,8,123,42,129,106,40,44,131
False,23,36,131,1,62,14,123,8,81,128,40
True,36,110,113,108,73,111,123,8,13,21,27
True,5,14,131,6,42,39,54,8,59,91,30
False,33,97,37,69,13,32,102,2,131,73,35
True,16,22,106,14,57,44,42,27,26,11,38
True,12,17,12,93,98,64,131,70,30,74,21
True,6,93,25,83,104,30,35,100,92,66,114
True,12,14,1,31,99,131,76,2,53,8,128
True,7,33,8,64,42,106,114,110,38,131,26
True,16,74,30,44,60,102,105,131,110,12,76
True,23,48,37,98,131,126,129,20,84,13,63
True,36,44,84,53,107,28,92,10,76,37,131
False,7,87,44,8,39,27,40,2,102,35,59
True,24,14,96,57,113,123,131,51,25,98,8
False,17,44,2,131,46,30,26,104,9,42,73
True,19,30,81,39,63,104,54,114,105,101,74
False,12,92,114,91,45,54,131,14,74,42,70
True,24,62,34,86,49,70,98,110,25,8,64
False,32,30,131,93,49,113,98,44,102,34,14
False,36,3,14,83,25,34,123,131,86,120,11
False,22,7,97,57,91,114,85,49,123,61,17
True,26,2,27,106,93,45,92,7,76,44,20
True,23,27,18,137,108,51,14,34,57,25,13
False,8,104,49,84,1,131,112,36,14,88,18
True,28,18,128,104,63,53,2,57,22,15,7
True,28,131,104,76,57,6,35,64,9,95,96
False,18,136,21,2,71,6,26,36,137,102,131
False,16,86,48,85,104,53,42,131,121,76,1
False,17,41,20,131,57,111,30,54,2,10,105
True,6,137,131,56,76,30,114,44,50,14,46
True,24,68,97,48,45,74,42,114,123,84,30
True,16,11,20,51,104,21,22,86,99,68,67
False,3,131,126,67,8,105,91,30,14,42,109
False,29,5,11,96,19,48,26,131,106,21,95
True,35,110,104,131,98,49,81,74,100,70,128
True,19,26,63,96,31,18,90,29,74,22,8
True,20,108,95,60,53,123,94,75,49,102,13
False,36,60,19,65,51,97,16,131,48,92,75
False,19,14,8,2,26,53,86,44,131,56,96
True,14,25,108,110,35,87,47,28,71,70,131
True,20,86,131,62,9,2,104,50,67,26,83
False,24,8,15,131,114,14,110,53,10,51,30
False,22,119,92,74,9,64,62,12,131,111,126
False,11,26,53,81,119,93,14,28,37,131,44
True,20,20,101,25,14,28,11,17,131,96,45
False,34,47,53,54,110,39,44,104,68,128,11
False,26,64,54,9,14,27,102,86,92,88,70
True,29,27,77,70,131,80,7,74,129,90,42
True,8,74,105,136,36,91,86,114,55,20,10
False,31,15,9,27,26,47,10,137,35,106,131
False,36,29,5,63,70,86,20,9,131,104,40
False,11,50,14,71,88,42,93,1,131,81,62
True,21,64,56,131,71,109,99,74,1,13,88
True,24,102,21,20,86,6,11,131,25,2,62
True,4,128,3,43,14,54,131,5,105,138,109
False,7,2,11,86,81,121,53,60,4,42,22
False,21,37,93,105,131,129,14,99,54,126,86
True,31,19,16,76,56,85,9,112,70,40,57
True,11,12,23,72,53,93,1,73,74,9,99
False,18,4,39,2,30,21,50,25,60,45,48
True,26,131,25,104,42,79,29,21,1,86,64
True,36,131,104,15,111,21,76,42,59,25,100
True,25,59,25,131,14,2,30,86,76,53,11
True,19,131,44,104,7,11,74,21,13,60,34
True,36,13,2,53,102,99,136,23,9,79,61
True,20,57,28,131,74,42,85,136,10,39,15
True,14,131,9,59,69,8,30,1,39,71,81
True,9,2,131,32,11,20,123,81,137,121,101
False,27,6,98,86,57,17,4,84,27,60,76
False,34,121,123,2,99,11,100,74,131,42,135
False,11,41,31,14,104,113,68,77,37,61,9
True,21,123,35,30,22,49,48,15,57,80,62
False,35,96,131,14,42,11,86,7,70,40,98
True,24,98,62,72,39,1,93,21,71,14,100
True,11,42,35,86,30,10,36,27,2,8,131
True,32,39,104,101,20,131,37,99,1,123,86
False,24,64,42,126,128,96,106,33,131,30,54
False,16,20,29,21,30,10,101,102,60,50,11
True,24,8,136,131,72,74,68,21,9,54,88
False,12,33,8,25,131,90,102,14,67,36,119
True,36,42,97,102,26,61,101,46,131,104,39
False,6,13,123,42,20,6,113,21,69,110,71
True,24,49,94,47,131,71,98,1,25,9,64
True,16,37,93,84,135,75,2,43,97,22,131
True,8,14,105,21,48,131,6,31,40,27,42
False,24,25,86,131,126,96,57,101,97,74,104
False,19,64,93,20,49,63,13,27,44,69,102
True,34,57,14,20,53,4,129,106,41,31,88
True,29,126,48,71,53,5,10,84,131,56,36
False,26,131,13,8,111,16,70,73,15,101,14
False,27,86,120,70,131,39,88,44,83,35,64
True,13,5,8,68,70,98,40,59,14,42,93
False,17,42,86,26,11,70,131,93,16,21,50
False,34,74,123,21,108,131,2,39,14,34,54
False,16,128,41,49,30,9,76,94,131,69,86
True,26,131,5,70,29,19,2,72,74,109,64
True,10,39,48,87,128,42,6,2,21,75,1
True,18,8,25,2,131,63,93,106,38,53,86
False,16,86,25,7,70,31,97,44,50,104,36
True,3,123,14,36,119,53,131,49,42,59,30
True,23,86,42,28,35,131,39,73,18,96,31
False,19,11,36,106,33,64,105,10,73,40,77
True,17,108,83,131,93,22,102,8,87,106,98
False,6,26,105,131,135,56,64,27,8,49,104
True,12,14,35,59,25,40,1,9,96,21,17
True,27,37,72,2,30,9,73,5,114,60,94
True,8,62,74,123,21,77,35,131,6,86,128
True,36,34,131,120,11,49,101,91,46,16,74
False,36,86,17,99,70,57,67,98,30,22,2
False,9,97,71,89,52,14,67,69,11,62,26
True,17,19,41,71,37,86,123,2,91,131,136
True,35,136,39,88,42,70,44,14,9,21,77
True,16,70,14,96,56,84,26,42,22,91,138
True,33,22,8,88,119,129,21,55,62,93,74
False,28,7,98,113,123,25,80,84,96,31,95
False,8,26,84,12,9,28,40,14,31,81,18
True,31,19,37,80,42,94,14,136,8,106,27
True,35,81,86,10,34,94,1,16,30,27,131
True,12,62,98,7,44,91,110,131,25,138,2
False,36,25,13,83,88,33,137,94,39,131,100
True,36,93,45,53,131,74,112,44,76,29,84
True,17,8,84,49,9,131,106,25,52,47,74
True,12,114,49,8,70,5,99,33,63,100,62
True,7,46,53,123,59,111,20,1,106,131,2
False,13,131,59,54,88,123,87,2,119,11,8
True,9,138,22,11,81,131,135,14,105,111,35
True,17,25,51,19,84,97,35,131,14,123,36
True,13,1,4,111,131,84,71,85,31,35,67
True,6,131,42,26,1,21,3,63,123,98,36
True,24,131,90,14,81,2,28,49,128,44,86
False,12,131,42,136,35,105,12,5,44,119,28
False,18,47,30,25,71,42,44,102,31,108,21
False,17,35,7,128,96,67,94,1,86,120,131
False,21,11,86,96,85,1,131,99,59,114,44
True,33,10,78,64,35,68,7,131,97,8,49
True,17,14,84,131,88,8,102,17,128,89,30
True,24,4,64,74,102,28,104,35,131,39,56
True,29,60,75,39,44,33,51,81,49,64,129
False,12,71,101,12,11,111,75,42,21,4,14
True,30,17,88,96,40,81,131,36,44,7,105
True,6,48,88,12,30,40,8,17,35,71,111
True,12,81,21,77,57,37,9,131,39,129,27
False,31,39,2,26,58,48,138,57,18,98,14
False,21,53,74,131,15,114,11,86,68,42,36
True,14,14,7,73,70,53,128,131,15,99,12
False,19,71,112,26,22,12,131,1,40,49,92
False,16,46,108,26,32,131,15,104,27,64,58
True,25,86,5,41,64,56,22,129,74,131,44
False,18,121,44,11,90,74,23,105,34,25,131
False,14,1,14,99,30,50,31,39,49,7,62
True,16,20,114,46,131,2,98,44,113,14,26
True,8,17,131,85,9,6,129,14,68,35,93
True,26,7,46,131,42,30,126,72,2,102,101
False,35,25,20,110,29,70,44,71,111,2,113
False,24,84,8,11,16,14,9,73,27,29,85
True,19,7,77,44,50,14,8,104,5,86,131
True,13,68,35,102,19,20,21,11,9,70,96
False,10,93,84,23,96,50,46,64,1,97,131
True,25,14,18,92,98,44,93,16,123,42,91
True,20,27,110,30,93,23,129,7,81,131,123
True,16,131,104,86,76,114,82,88,29,14,47
True,27,13,31,48,98,92,131,136,64,106,93
True,27,131,25,104,7,42,59,18,16,75,22
False,11,29,86,62,94,25,11,14,15,44,92
True,14,67,131,88,71,17,64,7,26,129,10
True,12,86,14,69,49,30,73,11,104,1,101
True,8,11,53,81,85,39,49,27,1,131,64
False,13,74,26,44,30,96,41,131,88,71,136
False,27,10,96,131,11,88,1,28,92,18,31
False,19,36,22,10,108,39,9,59,73,29,62
True,23,128,104,97,34,70,98,82,64,131,9
True,26,42,105,47,39,62,56,20,101,7,104
False,36,136,131,98,13,44,18,99,30,35,126
True,35,39,136,74,42,86,88,76,22,9,20
False,21,39,70,86,105,28,90,94,72,20,61
False,36,97,1,55,14,17,63,53,99,7,123
True,21,114,11,2,66,86,42,22,41,64,47
True,21,23,102,44,126,51,39,53,73,42,104
False,33,62,73,25,120,87,128,26,46,92,49
True,9,104,131,99,40,25,62,41,26,14,13
False,22,123,16,25,131,88,72,9,86,91,19
False,35,64,85,41,25,99,136,48,129,106,7
True,19,108,68,44,5,97,4,58,38,26,39
True,16,131,17,136,129,75,82,111,26,7,60
True,19,67,60,131,20,21,46,50,86,4,93
False,28,135,73,72,34,75,131,85,79,44,14
False,7,58,1,123,131,67,88,90,47,80,7
True,14,93,37,17,75,95,88,54,50,131,36
True,16,91,136,131,13,7,30,62,25,1,76
True,33,59,96,8,31,68,97,126,121,14,83
False,19,42,86,21,11,105,18,22,131,46,49
True,36,74,5,16,34,44,35,26,39,95,129
False,21,13,8,64,14,123,120,53,52,37,18
True,36,106,57,108,86,25,19,110,102,4,5
True,26,72,26,96,1,23,34,14,39,41,83
False,16,51,42,64,17,71,31,63,27,106,43
True,22,131,76,55,2,73,31,14,126,104,70
False,15,44,126,9,27,96,10,120,42,128,111
True,24,39,102,80,7,37,30,107,74,63,42
True,26,81,47,105,128,44,98,121,1,84,59
True,21,35,131,21,71,102,29,41,27,34,46
True,16,51,11,27,104,131,98,25,110,14,8
True,4,21,26,53,71,104,102,131,49,36,22
